"Adduct","CF_class","CF_class_score","CF_componentindex","CF_Dparent","CF_Dparent_score","CF_kingdom","CF_kingdom_score","CF_MFramework","CF_MFramework_score","CF_NrNodes","CF_subclass","CF_subclass_score","CF_superclass","CF_superclass_score","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
,"Benzene and substituted derivatives","0.29259259259259257","451","Resorcinols","0.07407407407407407","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.37407407407407406","3.0","nan","0.1962962962962963","Benzenoids","0.4703703703703703","0","616","451",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=616&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=451&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"616","1","289.082",,"289.082","0.0","91.1666","false","616",,,,"3823200.0","Qe04834.mzML"
,"Steroids and steroid derivatives","0.2285714285714286","328","Steroidal saponins","0.2285714285714286","Organic compounds","0.2857142857142857","Aliphatic heteropolycyclic compounds","0.2857142857142857","7.0","Steroidal glycosides","0.2285714285714286","Lipids and lipid-like molecules","0.2857142857142857","0","2105","328",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2105&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=328&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2105","1","2040.02",,"1020.51","0.0","2574.01","false","2105",,,,"354959.0","Qe04836.mzML"
,"Steroids and steroid derivatives","0.2927035330261136","55","Steroidal saponins","0.15107526881720432","Organic compounds","0.5806451612903226","Aliphatic heteropolycyclic compounds","0.30268817204301074","31.0","Steroidal glycosides","0.26658986175115207","Lipids and lipid-like molecules","0.3970814132104455","0","2059","55",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2059&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2059","1","950.002",,"950.002","0.0","2526.27","false","2059",,,,"6224140.0","Qe04835.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","248","27",,,,"G1,G2,G3,G4,G5,G6","236.0","72.0","98.0","98.0","79.0","99.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=248&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"248","682","235.926",,"235.926","0.0","1664.9017297653959","false","248",,,,"3.38375E8","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"no matches","0.0","S76","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","161","-1",,,,"G1,G2,G3,G5","2.0","1.0","1.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=161&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"161","5","208.065",,"208.065","0.0","99.7394","false","161",,,,"5225300.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04832.mzML"
,"no matches","0.0","S299","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","719","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=719&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"719","1","308.102",,"308.102","0.0","89.3401","false","719",,,,"462825.0","Qe04835.mzML"
,"no matches","0.0","S394","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","954","-1",,,,"G5,G6","0.0","0.0","0.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=954&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"954","2","357.228",,"357.228","0.0","3273.04","false","954",,,,"694913.0","Qe04837.mzML|Qe04836.mzML"
"M-H","Fatty Acyls","1.0","S346","Lineolic acids and derivatives","1.0","Organic compounds","1.0","Aliphatic acyclic compounds","1.0","1.0","Lineolic acids and derivatives","1.0","Lipids and lipid-like molecules","1.0","0","826","-1","(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","Isolated","Luis Quiros-Guerrero","G6","0.0","0.0","0.0","0.0","0.0","1.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005724857","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=826&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","InChI=1S/C18H32O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h3,7,13-17,19-21H,2,4-6,8-12H2,1H3,(H,22,23)","Orbitrap","ESI","Negative","1","0.0","0.565327","0.0","826","1","327.218","Wolfender","327.218","0.0","3040.33","false","826","6","CC/C=C/CC(C(/C=C/C(CCCCCCCC(O)=O)O)O)O","CCMSLIB00005724857","247352.0","Qe04837.mzML"
,"no matches","0.0","S5","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","5","-1",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=5&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"5","1","140.986",,"140.986","0.0","1752.87","false","5",,,,"1311450.0","Qe04832.mzML"
,"Prenol lipids","0.1875","199","Taxanes and derivatives","0.1875","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5208333333333333","2.0","nan","0.29166666666666663","Lipids and lipid-like molecules","0.2708333333333333","0","1676","199",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1676&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=199&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1676","1","1137.53",,"569.267","0.0","2559.96","false","1676",,,,"253967.0","Qe04837.mzML"
,"no matches","0.0","S194","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","515","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=515&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"515","1","263.14",,"263.14","0.0","520.017","false","515",,,,"248596.0","Qe04835.mzML"
,"no matches","0.0","S12","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","12","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=12&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"12","1","140.986",,"140.986","0.0","298.071","false","12",,,,"882178.0","Qe04837.mzML"
,"Miscellaneous mixed metal/non-metals","0.25","266","Miscellaneous mixed metal/non-metals","0.25","Organic compounds","0.25","nan","0.25","4.0","nan","0.34375","Mixed metal/non-metal compounds","0.25","0","477","266",,,,"G1,G2,G3,G4,G5,G6","237.0","214.0","126.0","160.0","219.0","250.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=477&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=266&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"477","1206","255.822",,"255.822","0.0","1625.6679071310116","false","477",,,,"5.02284E8","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"no matches","0.0","S838","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2005","-1",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2005&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2005","1","898.476",,"898.476","0.0","2140.58","false","2005",,,,"317522.0","Qe04832.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2245","3",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2245&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2245","1","1137.53",,"1137.53","0.0","3228.32","false","2245",,,,"237459.0","Qe04834.mzML"
,"no matches","0.0","S652","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1447","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1447&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1447","1","481.023",,"481.023","0.0","179.722","false","1447",,,,"392458.0","Qe04837.mzML"
,"no matches","0.0","S111","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","239","-1",,,,"G1,G2,G3,G4,G5,G6","8.0","8.0","7.0","8.0","8.0","8.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=239&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"239","47","231.931",,"231.931","0.0","41.32720404255319","false","239",,,,"2.57601E7","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Allyl sulfur compounds","0.09090909090909091","25","Allyl sulfur compounds","0.09090909090909091","Organic compounds","0.45454545454545453","Aliphatic acyclic compounds","0.13939393939393938","11.0","nan","0.21818181818181823","Organoheterocyclic compounds","0.116017316017316","0","174","25",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=174&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"174","1","209.079",,"209.079","0.0","1935.57","false","174",,,,"1609490.0","Qe04837.mzML"
,"Carboxylic acids and derivatives","0.3333333333333333","685","N-hydroxyl-alpha-amino acids","0.3333333333333333","Organic compounds","1.0","Aliphatic acyclic compounds","0.3333333333333333","2.0","Amino acids, peptides, and analogues","0.3333333333333333","Organic acids and derivatives","0.3333333333333333","0","167","685",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=167&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=685&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"167","1","208.065",,"208.065","0.0","3221.39","false","167",,,,"1815320.0","Qe04832.mzML"
,"Organooxygen compounds","0.3222222222222222","139","Phenolic glycosides","0.16666666666666666","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.39999999999999997","3.0","Carbohydrates and carbohydrate conjugates","0.3222222222222222","Organic oxygen compounds","0.3222222222222222","0","1036","139",,,,"G2","0.0","2.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1036&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=139&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1036","2","373.15",,"373.15","0.0","2223.335","false","1036",,,,"485428.0","Qe04833.mzML"
,"Fatty Acyls","0.42857142857142855","164","Medium-chain fatty acids","0.35714285714285715","Organic compounds","0.5","Aliphatic acyclic compounds","0.5","2.0","Fatty acids and conjugates","0.42857142857142855","Lipids and lipid-like molecules","0.42857142857142855","0","72","164",,,,"G1,G2,G3,G4,G5,G6","5.0","4.0","7.0","2.0","6.0","6.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=72&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=164&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"72","30","187.098",,"187.098","0.0","2059.679666666667","false","72",,,,"2.52181E7","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"no matches","0.0","S577","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1262","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1262&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1262","1","417.213",,"417.213","0.0","1948.94","false","1262",,,,"262465.0","Qe04837.mzML"
,"Organooxygen compounds","0.2144179894179894","116","O-glycosyl compounds","0.08994708994708994","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.23247354497354497","6.0","nan","0.16984126984126982","Organoheterocyclic compounds","0.3378306878306878","0","836","116",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=836&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"836","1","329.161",,"329.161","0.0","2218.75","false","836",,,,"240159.0","Qe04833.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","394","27",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=394&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"394","1","235.926",,"235.926","0.0","1789.85","false","394",,,,"386807.0","Qe04834.mzML"
,"no matches","0.0","S241","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","599","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=599&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"599","1","286.033",,"286.033","0.0","130.824","false","599",,,,"3420840.0","Qe04833.mzML"
,"no matches","0.0","202","no matches","0.0","no matches","0.0","no matches","0.0","2.0","no matches","0.0","no matches","0.0","0","105","202",,,,"G2,G3,G4,G5,G6","0.0","2.0","1.0","1.0","2.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=105&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=202&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"105","8","194.924",,"194.924","0.0","32.157275","false","105",,,,"2704090.0","Qe04836.mzML|Qe04833.mzML|Qe04835.mzML|Qe04837.mzML|Qe04834.mzML"
,"no matches","0.0","S711","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1598","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1598&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1598","1","537.219",,"537.219","0.0","1758.59","false","1598",,,,"257776.0","Qe04833.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2240","3",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2240&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2240","1","1126.52",,"1126.52","0.0","2159.03","false","2240",,,,"251325.0","Qe04834.mzML"
,"Carboxylic acids and derivatives","0.15817460317460316","34","Dipeptides","0.05341269841269842","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.40375661375661376","15.0","Amino acids, peptides, and analogues","0.14865079365079364","Organoheterocyclic compounds","0.23550264550264552","0","671","34",,,,"G2,G6","0.0","4.0","0.0","0.0","0.0","4.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=671&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"671","8","299.07",,"299.07","0.0","451.96625","false","671",,,,"2826490.0","Qe04833.mzML|Qe04837.mzML"
,"no matches","0.0","S867","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2090","-1",,,,"G2,G4","0.0","1.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2090&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2090","2","1985.89",,"993.447","0.0","2498.9700000000003","false","2090",,,,"897279.0","Qe04833.mzML|Qe04835.mzML"
,"no matches","0.0","S497","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1096","-1",,,,"G1,G2,G3,G4,G5,G6","5.0","4.0","5.0","4.0","3.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1096&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1096","22","377.085",,"377.085","0.0","147.0464090909091","false","1096",,,,"2.43973E7","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
